"Title","Date"
"EU, 세계 최초 'AI 규제법' 타결"," 브릿지경제2023.12.09. "
"EU, 세계 첫 'AI 규제법' 합의…이르면 2026년 시행"," 포쓰저널2023.12.11. "
"EU, 37시간 진통 끝에 세계 최초 'AI 규제법' 합의…주요 내용은?"," 헬로티2023.12.10. "
"디지털의료제품법안 국회 본회의 통과…지원·평가 체계 마련"," 뉴데일리2023.12.21. "
"""에넘파"" 외쳐 배꼽 잡았던 AI尹과 같은 '딥 페이크' 선거운동 못한다"," 뉴스1언론사 선정2023.12.05.네이버뉴스 "
"'AI 활용 선거운동' 한 달만 허용·90일 전부턴 금지…정개특위 소위 통..."," 뉴시스언론사 선정2023.12.04.네이버뉴스 "
"""에넘파"" 외쳐 배꼽 잡았던 AI尹과 같은 '딥 페이크' 선거운동 못한다"," 뉴스1언론사 선정2023.12.05.네이버뉴스 "
"MS, 미국 노동총연맹과 AI 파트너십 “빅테크 첫 노조와 AI 협업”"," 매일경제2023.12.13.네이버뉴스 "
"생성형 AI 규제 어떻게? EU 첫 합의안 나왔다"," 디지털투데이2023.12.10. "
"EU, 세계 첫 AI 규제법 합의···자율주행·의료장비 기업 '영향'"," 시사저널이코노미2023.12.09. "
"EU, 세계 첫 ‘AI 규제법’ 합의… 한국식 AI 규제모델 마련해야"," 법률신문2023.12.14. "
"EU, AI 규제법 합의…안면인식 등 통제키로"," 중소기업신문2023.12.10. "
"대형마트·방폐물·재정준칙·AI…꽁꽁 얼어붙은 ‘경제입법’"," 중앙일보E4면 1단2023.12.18.네이버뉴스 "
"EU, 포괄적 'AI 규제' 합의"," 디지털비즈온2023.12.11. "
"EU, 세계 첫 AI법안 합의… 한국은 1년째 계류"," 문화일보4면 1단2023.12.11.네이버뉴스 "
"美 주한미군 규모 유지…바이든 국방수권법안 서명"," 코리아리포트2023.12.26. "
"일본, 법률안 작성·개정 위해 AI 시스템 도입"," 아시아경제언론사 선정2023.12.09.네이버뉴스 "
"EU, 세계 최초 ‘AI 규제법’ 타결… 안면인식 등 엄격 통제"," 국민일보2023.12.09.네이버뉴스 "
"마크롱도 주목한 유럽 대표 AI 기업"," 테크월드2023.12.13. "
"유럽연합, 세계 첫 AI규제법 합의…""안면인식 기술 금지"""," 동아사이언스언론사 선정2023.12.10.네이버뉴스 "
"[줌인IT] 한 껏 부푼 AI 시대 기대감, 탈GPU·규제 등 변수 예의주시해야"," IT조선2023.12.13. "
"'AI 동맹'이 떴다,생성 AI '개방형 vs 폐쇄형' 경쟁 치열"," 이코리아2023.12.06. "
"대형마트·부동산·원전·AI…경제입법, 국회에 가로막혔다"," 중앙일보2023.12.17.네이버뉴스 "
"EU, 세계 첫 'AI 규제법' 타결 임박…내일 협상 재개"," SBS Biz언론사 선정2023.12.08.네이버뉴스 "
"﻿고위험 인공지능(AI) 금지·처벌 규제 필요성 주목"," 데일리메디2023.12.15. "
"""몰아붙이기식 플랫폼 규제""...공정위 소관 법안과 문제돼"""," 디지털타임스14면 1단2023.12.20.네이버뉴스 "
"""AI 학습용 데이터, 대가내야""... 방송계, 출처경로 공개 촉구"," 디지털타임스15면 1단2023.12.14.네이버뉴스 "
"유동수 대표발의, 월세공제 확대 법안 국회 통과"," 인천투데이2023.12.21. "
"EU ""AI 기술 개발에 엄격한 규제 도입할 예정"""," 디지털투데이2023.12.11. "
"입법성과 낸 대구경북 의원들…다양한 민생법안 국회 본회의 통과"," 영남일보2023.12.22. "
"유럽연합 AI 규제법 합의··· 영·프·독 자리싸움 주목"," 테크월드2023.12.15. "
"'AI 윤석열·이재명' 못 쓴다...선거 90일 전 금지"," YTN언론사 선정2023.12.05.네이버뉴스 "
"EU 'AI 법안' 제정 연내 못할 수도…국내 영향은"," 아이뉴스242023.12.05.네이버뉴스 "
"[단독] AI 통화녹음 도청일까…정부 ‘SKT 에이닷’ 점검 나선다"," 한겨레언론사 선정2023.12.08.네이버뉴스 "
"뜨거워진 AI 경쟁 '3파전'...EU, 세계 첫 'AI 규제법' 타결"," YTN사이언스2023.12.11. "
"EU, 세계 최초 포괄적인 AI 규제 도입"," ESG경제2023.12.14. "
"특별교부금 비율 3년간 0.8%p 상향…교원 AI 기반 교수학습 역량 강화한..."," 한국대학신문2023.12.21. "
"유럽연합, 세계 최초 'AI 규제법' 합의...어기면 벌금 500억원"," BBS NEWS2023.12.09. "
"[D뉴스] 만장일치로 통과된 법안, AI 작품이었다…""단 15초 걸려"""," MBN2023.12.05.네이버뉴스 "
"[홍성욱의 과학 오디세이] [45] AI의 위험을 규제하려는 법"," 조선일보A38면 1단2023.12.19.네이버뉴스 "
"정치인도 AI가 대체? 브라질에서 챗GPT가 만든 조례 첫 통과"," 어린이동아2023.12.06. "
"EU, 세계 최초 'AI 규제 법안' 합의...""안면인식 규제"""," 비즈트리뷴2023.12.10. "
"국회의장 김진표, 권한남용?… 숙의 없이 부수 법안 지정 “역사에 죄를..."," 경인일보2023.12.21. "
"﻿美의회, AI 이용한 금융 범죄 3배 가중 처벌 법안 추진"," 글로벌이코노믹2023.12.20. "
"[12월 28일 아시아타임즈 헤드라인 뉴스] 세계는 지금 '선거철 AI딥페이..."," 아시아타임즈2023.12.28. "
"EU 세계 첫 AI규제법 통과…AI 훈련방법·데이터 보고해야"," 한국경제2023.12.10.네이버뉴스 "
"日정부, 법률 개정 작업에 AI 도입…""실수·종이 낭비 줄인다"""," 연합뉴스2023.12.09.네이버뉴스 "
"[엔터프라이즈핫이슈]테크 스타트업 투자 찬바람...AI도 영향권"," 디지털투데이2023.12.14. "
"EU, 세계 최초 'AI 규제법' 합의…안면인식 등 엄격 통제키로"," 매일경제TV2023.12.09. "
"[2023 수의계이슈 11∼20위]#인터벤션#과장광고#수의법의학#고양이AI"," 데일리벳2023.12.26. "
"인간들의 파워게임이 AI 판도 흔든다 [IT큐레이션]"," 이코노믹리뷰2023.12.11. "
"'AI윤석열'·'AI이재명' 유세에 못 쓴다…선거일 90일 전 전면금지"," TV조선언론사 선정2023.12.05.네이버뉴스 "
"기본권 보호와 혁신의 제동 사이에서 고민하는 유럽 AI 법 : 핵심 내용과..."," ITWorld2023.12.12. "
"“챗GPT 잡아라” ‘동맹’ 맺은 후발주자들...유럽 AI법은 통과 불투명..."," 중앙일보2023.12.06.네이버뉴스 "
"EU, AI 시대 위험성 다룬 'AI 법' 합의…""안면인식 등 엄격 통제"""," IT조선2023.12.10. "
"“챗GPT 잡아라” ‘동맹’ 맺은 후발주자들...유럽 AI법은 통과 불투명..."," 중앙일보2023.12.06.네이버뉴스 "
"EU, AI 시대 위험성 다룬 'AI 법' 합의…""안면인식 등 엄격 통제"""," IT조선2023.12.10. "
"EU, 세계 첫 'AI 규제법' 타결 임박…내일 협상 재개(종합)"," 연합뉴스2023.12.07.네이버뉴스 "
"'""망사용료' 논의 끝나지 않았다…AI 시대 맞은 지금부터 진짜"" [IT돋보기..."," 아이뉴스24언론사 선정2023.12.08.네이버뉴스 "
"`AI윤석열` 못 본다…딥페이크 선거운동 90일 전부터 금지"," 이데일리A6면 4단2023.12.05.네이버뉴스 "
"12월 8일 월가의 돈이 되는 트렌드, 월렛 - 생성형 AI [글로벌 시황&이슈..."," 한국경제TV2023.12.08.네이버뉴스 "
"오픈AI 내 실패한 쿠데타…미래의 불행일까 행운일까 [탐사보도 뉴스프..."," 연합뉴스TV2023.12.09.네이버뉴스 "
"트래픽 잡아 먹는 AI 시대…망 사용료 부담은 누가?"," 주간한국2023.12.15. "
"선거 90일전부터 딥페이크 선거운동 금지, ‘AI 윤석열·이재명’ 못 쓴..."," 조선일보A1면 1단2023.12.04.네이버뉴스 "
"유럽연합 인공지능 규제법안, '가속주의 VS 이타주의' 본격 대립 신호탄..."," 비즈니스포스트2023.12.12. "
"유럽연합 인공지능 규제법안, '가속주의 VS 이타주의' 본격 대립 신호탄..."," 비즈니스포스트2023.12.12. "
"실리콘밸리 전설 존 체임버스 ""대다수 기업 AI '버블'…베팅할 가치"""," 연합인포맥스2023.12.12. "
"세계 최초 'AI 규제법' 제정될까?…EU, 내일 논의 재개한다"," MBN2023.12.08.네이버뉴스 "
"EU, 세계 첫'AI 법'제정… '위반땐 벌금 497억' 엄격 통제"," 파이낸셜뉴스8면 1단2023.12.10.네이버뉴스 "
"미 상원, 이스라엘-우크라이나 지원 예산 표결...감독 당국 ""AI, 금융시스..."," VOA2023.12.15. "
"‘위키윤’ ‘AI재밍’이 마지막… 딥페이크 선거운동 금지"," 국민일보2023.12.05.네이버뉴스 "
"방송협회 ""빅테크 기업, 생성형 AI에 방송자료 무단 활용 금지""…의견 묻..."," 디지털데일리2023.12.14.네이버뉴스 "
"EU 'AI 규제법' 통과, 왜 2년이나 걸렸을까?"," 디지털투데이2023.12.14. "
"일본 정부, 법률 개정 작업에 AI 도입…“실수·종이 낭비 줄인다”"," KBS2023.12.09.네이버뉴스 "
"LG AI연구원이 논문 19편 발표했다는 '뉴립스', 알고보니 인공지능 분야..."," 녹색경제신문2023.12.13. "
"EU, 최초 AI 규제법 합의에 국내 법안도 ‘눈길‘"," 세계비즈2023.12.10. "
"LG AI연구원이 논문 19편 발표했다는 '뉴립스', 알고보니 인공지능 분야..."," 녹색경제신문2023.12.13. "
"""AI 저작권 문제의 대안은?""…NIA, 생성형 AI 규제 개선 세미나 개최"," 아이티데일리2023.12.15. "
"‘AI’와 함께 맞이하는 2024 선거, 얼마나 달라지나 [AI 선거]"," 이투데이2023.12.16. "
"""맘껏 뛰어놀았니? 이제는 뒤돌아볼 때""…EU AI법, 규제 신호탄 쏘아 올..."," 디지털데일리2023.12.11.네이버뉴스 "
"[사설] EU, 세계 첫 ‘AI 규제법’ 합의… 우리도 규범 마련 서둘러야"," 세계일보A27면 1단2023.12.10.네이버뉴스 "
"자율운항 선박 상용화 법안 국회 통과…국내 업체들 개발 상황은?"," 이투데이2023.12.15. "
"[글로벌] '옷 벗기기' 앱에 2400만명 몰렸다...AI 악용 우려 높아져"," 테크M2023.12.12. "
"대본 요약부터 웹툰 제작까지…AI 활약에 몰리는 투자 [Geeks' Briefing]"," 한국경제2023.12.12.네이버뉴스 "
"EU, 세계 첫 'AI 규제법' 타결 임박"," 한국경제TV2023.12.07.네이버뉴스 "
"AI 혁신과 규제 사이 접점 찾아가는 각국들(2)"," M이코노미뉴스2023.12.08. "
"美 대표 VC 안드레센 호로위츠, AI와 암호화폐 규제 완화 위한 정치 로비..."," CIO Korea2023.12.18. "
"브라질 시의회서 AI가 15초 만에 만든 조례 만장일치 통과"," 조선일보B2면 1단2023.12.05.네이버뉴스 "
"'AI 윤석열·이재명' 못 쓴다...선거 90일 전 금지"," YTN2023.12.05.네이버뉴스 "
"AI 법의 대대적 합의 도달한 EU… ‘우려는 여전’"," CIO Korea2023.12.13. "
"내년 총선서 'AI윤석열' 못본다… 선거 90일전부터 '딥페이크' 금지"," 대전일보언론사 선정2023.12.05.네이버뉴스 "
"EU, 법원 승인 없이 AI 인식 데이터 사용 금지"," 디지털투데이2023.12.12. "
"""EU, 챗GPT 등 규제 'AI 법' 잠정 합의""...""가장 광범위한 규제"""," YTN사이언스2023.12.08. "
"[데일리픽] 유럽연합, AI 법안 발표…메타 간판 SNS 이용자수 '뚝'"," 디지털투데이2023.12.10. "
"""혁신 vs. 성장"" 유럽연합은 AI 규제 논의 중"," ITWorld2023.12.11. "
"EU, 'AI 법' 잠정 합의...오픈 소스 이어 생체 인식도 예외 인정"," AI타임스2023.12.09. "
"EU는 AI 목에 방울 달 수 있을까 [Global]"," 더스쿠프언론사 선정2023.12.14.네이버뉴스 "
"AI, 고위험•고강도 현장서 로봇과 협업해 판 키운다"," 아시아타임즈2023.12.11. "
"유럽연합, 세계 최초 ‘AI 규제’ 합의... 벌금 최대 500억원"," 디아이투데이2023.12.11. "
"""EU, 챗GPT 등 규제 'AI 법' 잠정 합의""...""가장 광범위한 규제"""," YTN2023.12.07.네이버뉴스 "
"지상파방송사, 네이버·카카오·구글·MS에 저작물 AI학습 이용여부 의견..."," 지디넷코리아2023.12.14.네이버뉴스 "
"엔비디아 ""美의 AI 반도체 중국 수출통제 협력"""," 지디넷코리아2023.12.12.네이버뉴스 "
"짙어지는 'AI해킹' 위협…""2024년 범죄 AI 활개"""," 이데일리A2면 2단2023.12.05.네이버뉴스 "
"[사설] 세계 통상마찰 새 뇌관 ‘유럽 AI 규제’, 구경꾼 안된다"," 헤럴드경제31면 1단2023.12.11.네이버뉴스 "
"'아날로그의 나라' 일본서 법률 개정 작업에 AI 활용"," kbc광주방송언론사 선정2023.12.09.네이버뉴스 "
"지금의 PR인들은 AI보다 창의적인가"," THE PR2023.12.12. "
"AI 선도국 위험성 인지, 대처 움직임 주목"," 의학신문2023.12.13. "
"'정부 주도의 첫 AI 규제법'··· EU, AI법으로 무분별한 개발 막는다"," IT동아2023.12.12. "
"“의회 조례, 사실 AI가 만들었다”… 브라질 지방의원 뒤늦은 고백 파..."," 문화일보13면 1단2023.12.05.네이버뉴스 "
"[더페어 프리즘] 법조계도 ""온플법은 제2의 타다금지법""…네이버 AI 센터..."," 더페어2023.12.24. "
"EU, ‘AI 규제법’ 제정 속도…생성형 AI 규제 본격화"," EBN2023.12.08. "
"AI 윤리 논의 '개점 휴업'…""기본법부터"""," 연합뉴스TV2023.12.10.네이버뉴스 "
"AI 안면인식 등 엄격 통제...EU, 세계 첫 규제 법안 합의"," 청년일보2023.12.09. "
"선거 90일 전부터 딥페이크 선거운동 금지… 국회 정개특위, 관련 법안..."," 신아일보2023.12.05. "
"[기고] AI시대, 교사 디지털 역량 강화부터/전제상 공주교대 교수"," 서울신문25면 1단2023.12.15.네이버뉴스 "
"[단독] 현대차그룹 보스턴다이내믹스 'AI 전문' 거물 로비스트 영입"," 더구루2023.12.08. "
"세계최초 美 선거운동에 생성형 AI챗봇 '애슐리' 등장"," 디지털비즈온2023.12.19. "
"세계 첫 생성형 AI 규제 입법, 프·독·이 돌연 반대해 표류 위기"," 한겨레2023.12.05.네이버뉴스 "
"김주하 AI 앵커가 전하는 주요뉴스"," MBN2023.12.11.네이버뉴스 "
"챗GPT 필두로 진화 거듭…MZ세대 사로잡은 '생성형 AI'"," 영남일보2023.12.11. "
"AI ‘신뢰성 검증’은 민간이 알아서…‘사전적정성 검토’는 아직"," 한겨레2023.12.07.네이버뉴스 "
"싱가포르, 국가 AI 전략 수정 및 정책 변화 추진… ‘NAIS 2.0 발표’"," CIO Korea2023.12.06. "
"[사설] 국제적 ‘AI 규제’ 능동적 참여로 기술 선도국 되자"," 스카이데일리2023.12.13. "
"김진표 '부수법안 셀프지정'… 야당서도 시끌"," 매일경제A6면 1단2023.12.03.네이버뉴스 "
"'딥페이크 선거운동 금지' 정개특위 통과, ‘AI 윤석열’ 선거 90일 전부..."," 비즈니스포스트2023.12.05. "
"AI 딥페이크 선거운동 금지법, 실효성 확보가 관건[사설]"," 문화일보31면 1단2023.12.05.네이버뉴스 "
"[사설] EU AI 규제법 제정, 한국도 선제 대응 나서야"," 아시아투데이2023.12.11. "
"[AI 위험과 입법] ""위험성 막기 위한 공론화 필요...각계 전문가·시민 ..."," 포쓰저널2023.12.06. "
"[양지민] 생성형 AI의 저작권 침해 논란, 가이드 라인이 필요하다"," 어패럴뉴스2023.12.04. "
"[이슈분석] AI 규제 속도 빨라진다…EU '인공지능법' 도입 합의"," 뉴스드림2023.12.11. "
"AI 규제법 발효 앞둔 EU…HBM 수요에 미칠 영향은? [소부장반차장]"," 디지털데일리2023.12.12.네이버뉴스 "
"[현장] K콘텐츠 보호, 생성형 AI 저작권 논의···유관기관 '열린 포럼..."," 여성경제신문2023.12.13. "
"IBM이 제안하는 ‘생성형 AI 비즈니스 활용법’"," CIO Korea2023.12.14. "
"GPT-4, EU AI 법 '초강력 규제' 대상에 포함"," AI타임스2023.12.10. "
"[2024 산업 전망] 포화된 통신시장, AI 기점으로 새 국면"," 뉴스핌2023.12.04. "
"[2024 산업 전망] 포화된 통신시장, AI 기점으로 새 국면"," 뉴스핌2023.12.04. "
"메타, AI에 불법 복제 도서 무단사용⋯ 생성형AI '저작권 논란' 재점화되..."," 아시아타임즈2023.12.13. "
"AI 시대, 망사용료 분쟁 더 커진다는데…논의는 ‘공전’"," 쿠키뉴스2023.12.15. "
"유럽 기업들 ""AI 규제보다 지원을"" EU AI 법안 우려 성명 발표"," ITWorld2023.11.27. "
"빨라지는 AI 발전에...EU, '세계 최초'로 AI 규제 법안 합의"," 아주경제2023.12.10. "
"방송협회, 네이버‧구글 등에 “협의 없이 콘텐츠 AI 학습 금지”"," 방송기술저널2023.12.15. "
"AI 이용한 전화사기 처벌 강화 추진"," 미주한국일보2023.12.06. "
"""미국과 인공지능(AI) 의료제품 가이드 마련"""," 데일리메디2023.12.04. "
"AI 혁신과 규제 사이 접점 찾아가는 각국들"," M이코노미뉴스2023.12.07. "
"전 세계 반도체 자국 우선주의 심화…K-반도체 대응 방안 찾아야"," 이코노미스트언론사 선정2024.01.01.네이버뉴스 "
"EU, AI 규제 법안 연내 제정 가능성 '먹구름'"," 디지털투데이2023.10.24. "
"코딧, 일본 스타트업 행사서 AI 기반 규제 플랫폼 소개"," AI타임스2023.12.04. "
"바이든, AI 규제법안 전격 발동…AI 규제표준 주도권 경쟁 본격화"," 이투데이2023.10.31. "
"'AI 활용' 동의 안 하면 네이버 이용 불가…하이퍼클로바X 서비스 문제없..."," 비즈한국2023.11.30. "
"[전북특별자치도 출범] ②각종 특화사업 추진…재정권 확보 과제(끝)"," 연합뉴스2024.01.01.네이버뉴스 "
"“인간, AI와 경쟁하는 시대 온다” …범죄악용 등 부작용에 규제마련 ..."," 헤럴드경제언론사 선정2023.12.01.네이버뉴스 "
"EU, AI 규제 법안 서두른다"," 디지털투데이2023.10.16. "
"청룡의 해, 트렌드를 알면 돈이 보인다 [스페셜리스트 뷰]"," 이코노미스트언론사 선정2024.01.01.네이버뉴스 "
"""AWS, 책임감 있는 AI를 추구하는 것은 수익성과 직결"" [AWS 리인벤트 20..."," IT동아2023.12.01. "
"여야 대치 속 표류하는 AI법안… ‘세계최초’ 타이틀도 뺏길 판[AI 스탠..."," 문화일보24면 TOP2023.09.27.네이버뉴스 "
"여야 대치 속 표류하는 AI법안… ‘세계최초’ 타이틀도 뺏길 판[AI 스탠..."," 문화일보24면 TOP2023.09.27.네이버뉴스 "
"영리 강화하려는 오픈AI… 인공지능 제어 기준 필요[이슈 따라잡기/박성..."," 동아일보언론사 선정A31면 TOP2023.11.30.네이버뉴스 "
"소위 통과하고도 7개월째 표류하는 AI기본법안…야, “소위대안 수정해..."," 대한경제2023.09.26. "
"[로봇신문 선정] '2023 해외 10대 로봇 뉴스'"," 로봇신문2023.12.28. "
"'여성·아동'국힘, '스타트업' 민주… 법안 마련에 팔걷은 與野"," CWN2023.12.15. "
"[AI 이슈] 2024년 글로벌 '생성 AI 기업용 소프트웨어' 시장 12조 9천억원..."," 인공지능신문2023.11.30. "
"세계 최초 'AI 규제법' 나올까…EU, 내일 최종 논의"," 데일리굿뉴스2023.12.07. "
"“두려움 없는 국가 만드는 유일한 방법은 ‘과학 기술 패권 국가’로 ..."," 이코노미스트언론사 선정2024.01.01.네이버뉴스 "
"[EU 정책] ' AI 규제 풀자' AI법 놓고 EU 회원국들 간 갈등 커져"," 녹색경제신문2023.11.23. "
"드러나는 AI의 실체... 내 운명을 알고리즘이 좌우? [소셜 코리아]"," 오마이뉴스언론사 선정2023.11.22.네이버뉴스 "
"[이슈분석] ""AI 개발 고도화 하자""…글로벌 '인공지능 동맹' 닻 올렸다"," 뉴스드림2023.12.14. "
"테크단체의 경고 “유럽연합, AI 기반 모델 과도한 규제 말라”"," 이투데이2023.11.24. "
"'[홍기영 KFT 금융연구소장] 인공지능(AI) 기회 살리고 위험 막아라"," 한국금융신문2023.11.27. "
"[신희강의 IT썰풀이] 올트먼發 'AI 규제' 화두, 韓 대응 서둘러야"," 뉴데일리2023.11.23. "
"‘생성형 AI’ 글로벌 규제 강화되는데… 국내 가이드라인은?"," 국민일보21면 TOP2023.11.21.네이버뉴스 "
"과기정통부 ""한국 맞춤형 규범, 경쟁력 강화와 직결"""," 디지털타임스12면 1단2023.12.28.네이버뉴스 "
"표준협회-PwC컨설팅, AI 규제 대응과 거버넌스 수립 ‘맞손’"," 글로벌이코노믹2023.11.20. "
"한 장의 AI 포스터…'돈 찍기' 속 성난 민심에 기름 부었다"," 이데일리2023.11.20.네이버뉴스 "
"인공지능 규제법안 도입은 시기상조일까"," 중소기업신문2023.11.10. "
"[창작자를 위한 생성형AI] ""사업자 편의만 맞춘 TDM 면책 조항, 작가들 ..."," 포쓰저널2023.11.18. "
"AI와 게임, 고려해야 할 법과 제도는?"," 인벤2023.11.21.네이버뉴스 "
"""한국은 아직 '생성 AI' 숙제중…규제는 신중하게""[ECF 23]"," 이데일리A5면 TOP2023.11.21.네이버뉴스 "
"‘AI 규제’ 손잡는 국제사회, ‘주도권’ 확보에는 물밑 경쟁"," 글로벌이코노믹2023.11.15. "
"[단독] AI發 가짜뉴스… 선관위 칼 뺀다"," 세계일보언론사 선정A1면 1단2023.11.14.네이버뉴스 "
"[기획] 생성형 AI의 부상과 로봇산업의 변화"," 로봇신문2023.11.20. "
"한국표준협회, AI 규제 대응 및 거버넌스 수립 지원 맞손"," 전기신문2023.11.20. "
"""생성 AI, 제값 내고 뉴스 써라""…AI가 불지핀 저작권 논쟁"," 뉴스12023.11.13.네이버뉴스 "
"‘AI규제’ 잰걸음 나선 유튜브…국내 AI규제는 어디로"," 국민일보2023.11.16.네이버뉴스 "
"[권기원 칼럼] AI 일상화 시대… 인공지능법안 조속 처리해야"," 아주경제2023.08.30. "
"메타 AI 피해 예방 조직 해체…국제적 피해예방 대책과 엇갈린 행보"," 이투데이2023.11.19. "
"“AI법, 디지털환경 체계화 초석… 혁신-신뢰 균형 잘 잡도록 제정”[AI..."," 문화일보24면 TOP2023.11.08.네이버뉴스 "
"과방위 법안소위, '전기통신사업법' 일부개정법률안 등 16건의 법안 의결"," 월요신문2023.12.08. "
"전세계가 놀란 AI ‘가짜 바이든’, 이대로 괜찮습니까"," 경향신문언론사 선정2023.11.06.네이버뉴스 "
"'AI 안전 정상회의' 참석한 과기부, 성과는?"," 이코리아2023.11.08. "
"[조맹기의 언론 톺아보기] 민주당, 대통령 거부권 행사한 법안 재입법 ..."," 스카이데일리2023.12.11. "
"과방위 법안소위, '전기통신사업법'일부개정법률안 등 16건 법안 의결"," 에너지데일리2023.12.07. "
"[사이언스 레드카펫] 인간의 통제를 벗어난 AI 영화 '시뮬런트'…AI에 자..."," YTN사이언스2023.11.03. "
"'AI 만난 언택트 채용' 국회 토론회 성료…한국경제TV-윤창현·윤주경 의..."," 한국경제TV2023.11.14.네이버뉴스 "
"AI가 만드는 ‘가짜 세상’ 어찌하오리까"," 주간경향언론사 선정2023.11.03.네이버뉴스 "
"“AI가 초래할 재앙 막자” 韓·美·EU 등 28개국 첫 공동선언"," 국민일보20면 1단2023.11.03.네이버뉴스 "
"‘지스트 부설 AI영재고 설립’ 근거 법안, 국회 상임위 문턱 넘었다"," 세계일보2023.09.22.네이버뉴스 "
"국회도서관, 「초거대 AI」 팩트북 발간"," 폴리뉴스2023.11.13. "
"AI 규제, 미·영·EU 3파전…""한국,글로벌 주도권 확보 나서야"" [AI전쟁 ..."," 중앙일보A5면 1단2023.11.13.네이버뉴스 "
"[기획] 일자리 감소·개인정보 유출… 'AI 부작용' 대책 시급"," 매일일보2023.11.01. "
"AI가 만들어낸 가짜 사진, 가짜 음성 식별하고 차단할 수 있을까?"," YTN2023.11.07.네이버뉴스 "
"김의장, '공교육 AI 맞춤형 교육 지원' 법안 발의"," 연합뉴스2023.08.31.네이버뉴스 "
"AI 고도화에 규제 속도내는 선도국… 육성책과 균형이 관건 [챗GPT 쇼크..."," 파이낸셜뉴스언론사 선정2면 1단2023.11.05.네이버뉴스 "
"유발 하라리 ""AI로 파국적인 세계 금융위기 올 수 있다"""," 뉴시스언론사 선정2023.11.10.네이버뉴스 "
"아누팜 챈더 조지타운대 교수 ""AI, 합리적 규제 위해 국제기구서 논의 ..."," 한국경제A8면 1단2023.10.29.네이버뉴스 "
"""AI 오작동 대책 서둘러야…금융보안도 중요"""," 지디넷코리아2023.11.09.네이버뉴스 "
"김진표 의장, '공교육 AI 맞춤형 교육 지원' 법안 발의"," 아시아투데이2023.08.31. "
"AI 고도화에 규제 속도내는 선도국… 육성책과 균형이 관건 [챗GPT 쇼크..."," 파이낸셜뉴스언론사 선정2면 1단2023.11.05.네이버뉴스 "
"유발 하라리 ""AI로 파국적인 세계 금융위기 올 수 있다"""," 뉴시스언론사 선정2023.11.10.네이버뉴스 "
"아누팜 챈더 조지타운대 교수 ""AI, 합리적 규제 위해 국제기구서 논의 ..."," 한국경제A8면 1단2023.10.29.네이버뉴스 "
"""AI 오작동 대책 서둘러야…금융보안도 중요"""," 지디넷코리아2023.11.09.네이버뉴스 "
"“AI 콘텐츠에 워터마크” G7, 국제 규범 첫 제정"," 조선일보A1면 1단2023.10.31.네이버뉴스 "
"딥페이크 영상에 놀란 바이든… “AI 규제, 戰時 수준 시급”"," 세계일보언론사 선정A1면 1단2023.10.31.네이버뉴스 "
"[굿모닝! 주목 이 법안] '안전‧신뢰 가능한 AI'…인공지능 책임‧규제..."," 굿모닝경제2023.08.12. "
"‘광주 AI 영재고’ 근거 법안, 국회 상임위 통과"," KBS2023.09.21.네이버뉴스 "
"한국, 영국과 차기 AI 정상회의 공동주최"," 와이드경제2023.11.08. "
"실리콘밸리가 장악한 AI…무력한 유럽의 '슬픈 규제'"," 연합뉴스TV2023.10.29.네이버뉴스 "
"과기정통부 ""AI 정상회의서 다수 정책공조 약속…韓 위상 재확인"""," 이데일리A26면 1단2023.11.07.네이버뉴스 "
"안철수, AI 규제법안 발의... 위험한 인공지능 정의하고 3년마다 기본계..."," 세계일보2023.08.09.네이버뉴스 "
"AI 서비스 50위권에 토종 '실종'…반격 가능할까 [탐사보도 뉴스프리즘..."," 연합뉴스TV2023.10.28.네이버뉴스 "
"바이든 이어 美 SEC 수장도 AI 우려…'AI로 흥한 증시, AI로 떨어질 수도..."," 아주경제2023.11.01. "
"[사설] 美 ‘AI 규제 선도’ 행정명령 발표, 우리도 선제대응 시급"," 세계일보A27면 1단2023.10.31.네이버뉴스 "
"글로벌 AI 규제 움직임 속도...내년 5월 韓 AI 정상회의 주목 [챗GPT 쇼크..."," 파이낸셜뉴스언론사 선정2023.11.05.네이버뉴스 "
"[AI 한입뉴스]""요약본 학습이 비결"" 엠파이어 빌딩 쓰러트린 미니 파이"," 아시아경제12면 1단2023.11.05.네이버뉴스 "
"달빛철도법·군공항 이전…해 넘긴 숙제들"," KBS2024.01.01.네이버뉴스 "
"‘광주 AI 영재고’ 근거 법안, 국회 상임위 통과"," KBS2023.09.22.네이버뉴스 "
"AI 서비스 50위권에 토종 '실종'…반격 가능할까 [탐사보도 뉴스프리즘..."," 연합뉴스TV2023.10.28.네이버뉴스 "
"바이든 이어 美 SEC 수장도 AI 우려…'AI로 흥한 증시, AI로 떨어질 수도..."," 아주경제2023.11.01. "
"[사설] 美 ‘AI 규제 선도’ 행정명령 발표, 우리도 선제대응 시급"," 세계일보A27면 1단2023.10.31.네이버뉴스 "
"글로벌 AI 규제 움직임 속도...내년 5월 韓 AI 정상회의 주목 [챗GPT 쇼크..."," 파이낸셜뉴스언론사 선정2023.11.05.네이버뉴스 "
"[AI 한입뉴스]""요약본 학습이 비결"" 엠파이어 빌딩 쓰러트린 미니 파이"," 아시아경제12면 1단2023.11.05.네이버뉴스 "
"달빛철도법·군공항 이전…해 넘긴 숙제들"," KBS2024.01.01.네이버뉴스 "
